"Comunidad","Provincia","Municipio","Población","Latitud","Longitud"
"Castilla León","Ávila","Cebreros",3239,40.45507,-4.464714
"Castilla León","Ávila","Cepeda la Mora",66,40.45761,-5.048178
"Castilla León","Ávila","Cillán",79,40.70498,-4.978228
"Castilla León","Ávila","Cisla",102,40.96485,-5.012189
"Castilla León","Ávila","La Colilla",375,40.6473,-4.766521
"Castilla León","Ávila","Collado de Contreras",145,40.88665,-4.927863
"Castilla León","Ávila","Collado del Mirón",20,40.5528,-5.353886
"Castilla León","Ávila","Constanzana",99,40.93854,-4.874399
"Castilla León","Ávila","Crespos",482,40.87341,-4.969728
"Castilla León","Ávila","Cuevas del Valle",517,40.29244,-5.010546
"Castilla León","Ávila","Chamartín",62,40.70156,-4.958119
"Castilla León","Ávila","Donjimeno",72,40.95966,-4.845067
"Castilla León","Ávila","Donvidas",36,41.08922,-4.807941
"Castilla León","Ávila","Espinosa de los Caballeros",97,41.00935,-4.650817
"Castilla León","Ávila","Flores de Ávila",270,40.93462,-5.078152
"Castilla León","Ávila","Fontiveros",725,40.9306,-4.967885
"Castilla León","Ávila","Fresnedilla",97,40.23157,-4.621687
"Castilla León","Ávila","El Fresno",591,40.61371,-4.757426
"Castilla León","Ávila","Fuente el Saúz",151,40.97907,-4.910458
"Castilla León","Ávila","Fuentes de Año",88,41.01748,-4.897614
"Castilla León","Ávila","Gallegos de Altamiros",60,40.70929,-4.899144
"Castilla León","Ávila","Gallegos de Sobrinos",45,40.71639,-5.111902
"Castilla León","Ávila","Garganta del Villar",39,40.45007,-5.105528
"Castilla León","Ávila","Gavilanes",529,40.27752,-4.851113
"Castilla León","Ávila","Gemuño",142,40.59291,-4.782099
"Castilla León","Ávila","Gilbuena",47,40.41522,-5.605305
"Castilla León","Ávila","Gil García",48,40.29817,-5.593304
"Castilla León","Ávila","Gimialcón",66,40.87731,-5.122354
"Castilla León","Ávila","Gotarrendura",167,40.82674,-4.739214
"Castilla León","Ávila","Grandes y San Martín",32,40.75497,-4.957851
"Castilla León","Ávila","Guisando",474,40.22166,-5.139702
"Castilla León","Ávila","Gutierre-Muñoz",64,40.98325,-4.638578
"Castilla León","Ávila","Hernansancho",142,40.85752,-4.729424
"Castilla León","Ávila","Herradón de Pinares",495,40.57639,-4.531389
"Castilla León","Ávila","Herreros de Suso",140,40.80199,-5.038302
"Castilla León","Ávila","Higuera de las Dueñas",270,40.23775,-4.601235
"Castilla León","Ávila","La Hija de Dios",75,40.53144,-4.965749
"Castilla León","Ávila","La Horcajada",457,40.43745,-5.466582
"Castilla León","Ávila","Horcajo de las Torres",441,41.0651,-5.090805
"Castilla León","Ávila","El Hornillo",280,40.24966,-5.104175
"Castilla León","Ávila","Hoyocasero",311,40.39886,-4.975904
"Castilla León","Ávila","El Hoyo de Pinares",2183,40.50175,-4.422359
"Castilla León","Ávila","Hoyorredondo",59,40.46219,-5.409976
"Castilla León","Ávila","Hoyos del Collado",30,40.35938,-5.201206
"Castilla León","Ávila","Hoyos del Espino",344,40.35726,-5.173525
"Castilla León","Ávila","Hoyos de Miguel Muñoz",27,40.39286,-5.06712
"Castilla León","Ávila","Hurtumpascual",42,40.69209,-5.112507
"Castilla León","Ávila","Junciana",40,40.41014,-5.557674
"Castilla León","Ávila","Langa",450,41.00771,-4.859519
"Castilla León","Ávila","Lanzahíta",788,40.20398,-4.937142
"Castilla León","Ávila","El Losar del Barco",103,40.39238,-5.539316
"Castilla León","Ávila","Los Llanos de Tormes",63,40.32849,-5.500204
"Castilla León","Ávila","Madrigal de las Altas Torres",1299,41.08944,-4.998767
"Castilla León","Ávila","Maello",700,40.81118,-4.5088
"Castilla León","Ávila","Malpartida de Corneja",91,40.52113,-5.351212
"Castilla León","Ávila","Mamblas",196,41.01953,-5.011209
"Castilla León","Ávila","Mancera de Arriba",70,40.79102,-5.147208
"Castilla León","Ávila","Marlín",31,40.71137,-4.829782
"Castilla León","Ávila","Martiherrero",361,40.67412,-4.781778
"Castilla León","Ávila","Martínez",108,40.63086,-5.348361
"Castilla León","Ávila","Mediana de Voltoya",117,40.7007,-4.563919
"Castilla León","Ávila","Medinilla",77,40.43935,-5.617625
"Castilla León","Ávila","Mengamuñoz",54,40.50863,-5.005374
"Castilla León","Ávila","Mesegar de Corneja",66,40.50275,-5.301532
"Castilla León","Ávila","Mijares",731,40.29747,-4.836677
"Castilla León","Ávila","Mingorría",410,40.75072,-4.665422
"Castilla León","Ávila","El Mirón",98,40.53179,-5.405205
"Castilla León","Ávila","Mironcillo",112,40.55497,-4.825576
"Castilla León","Ávila","Mirueña de los Infanzones",95,40.73749,-5.090713
"Castilla León","Ávila","Mombeltrán",916,40.25992,-5.01777
"Castilla León","Ávila","Monsalupe",59,40.76863,-4.781026
"Castilla León","Ávila","Moraleja de Matacabras",53,41.10721,-4.957326
"Castilla León","Ávila","Muñana",502,40.59051,-5.014978
"Castilla León","Ávila","Muñico",80,40.70657,-5.026659
"Castilla León","Ávila","Muñogalindo",300,40.6028,-4.900547
"Castilla León","Ávila","Muñogrande",74,40.82127,-4.922052
"Castilla León","Ávila","Muñomer del Peco",111,40.85851,-4.880385
"Castilla León","Ávila","Muñopepe",104,40.63546,-4.818228
"Castilla León","Ávila","Muñosancho",88,40.92184,-5.035893
"Castilla León","Ávila","Muñotello",49,40.54302,-5.040777
"Castilla León","Ávila","Narrillos del Álamo",59,40.56697,-5.466862
"Castilla León","Ávila","Narrillos del Rebollar",34,40.66433,-4.964759
"Castilla León","Ávila","Narros del Castillo",152,40.85886,-5.059597
"Castilla León","Ávila","Narros del Puerto",28,40.54162,-4.991971
"Castilla León","Ávila","Narros de Saldueña",106,40.87524,-4.869534
"Castilla León","Ávila","Navacepedilla de Corneja",100,40.48594,-5.184513
"Castilla León","Ávila","Nava de Arévalo",663,40.97843,-4.775988
"Castilla León","Ávila","Nava del Barco",83,40.29252,-5.540213
"Castilla León","Ávila","Navadijos",29,40.42566,-5.08356
"Castilla León","Ávila","Navaescurial",53,40.47199,-5.277838
"Castilla León","Ávila","Navahondilla",353,40.32642,-4.495955
"Castilla León","Ávila","Navalacruz",204,40.44016,-4.932515
"Castilla León","Ávila","Navalmoral",412,40.45965,-4.7686
"Castilla León","Ávila","Navalonguilla",185,40.27827,-5.501873
"Castilla León","Ávila","Navalosa",324,40.40134,-4.931455
"Castilla León","Ávila","Navalperal de Pinares",826,40.59454,-4.410842
"Castilla León","Ávila","Navalperal de Tormes",77,40.35288,-5.300556
"Castilla León","Ávila","Navaluenga",2172,40.41096,-4.707685
"Castilla León","Ávila","Navaquesera",43,40.42503,-4.908706
"Castilla León","Ávila","Navarredonda de Gredos",446,40.36239,-5.13352
"Castilla León","Ávila","Navarredondilla",158,40.45349,-4.821207
"Castilla León","Ávila","Navarrevisca",299,40.36426,-4.89544
"Castilla León","Ávila","Las Navas del Marqués",5590,40.60316,-4.326336
"Castilla León","Ávila","Navatalgordo",237,40.41558,-4.872152
"Castilla León","Ávila","Navatejares",50,40.33571,-5.530873
"Castilla León","Ávila","Neila de San Miguel",62,40.42363,-5.651734
"Castilla León","Ávila","Niharra",183,40.5894,-4.839691
"Castilla León","Ávila","Ojos-Albos",96,40.7065,-4.51648
"Castilla León","Ávila","Orbita",69,40.99851,-4.647501
"Castilla León","Ávila","El Oso",129,40.84169,-4.770429
"Castilla León","Ávila","Padiernos",275,40.6211,-4.845123
"Castilla León","Ávila","Pajares de Adaja",127,40.92365,-4.64045
"Castilla León","Ávila","Palacios de Goda",397,41.1171,-4.783861
"Castilla León","Ávila","Papatrigo",219,40.86782,-4.834677
"Castilla León","Ávila","El Parral",62,40.7973,-4.990441
"Castilla León","Ávila","Pascualcobo",39,40.65711,-5.276952
"Castilla León","Ávila","Pedro Bernardo",758,40.24287,-4.914765
"Castilla León","Ávila","Pedro-Rodríguez",134,40.93684,-4.784845
"Castilla León","Ávila","Peguerinos",294,40.62729,-4.232728
"Castilla León","Ávila","Peñalba de Ávila",105,40.77176,-4.747359
"Castilla León","Ávila","Piedrahíta",1637,40.46339,-5.328194
"Castilla León","Ávila","Piedralaves",2150,40.31736,-4.69809
"Castilla León","Ávila","Poveda",33,40.5669,-5.079698
"Castilla León","Ávila","Poyales del Hoyo",487,40.17289,-5.166279
"Castilla León","Ávila","Pozanco",60,40.8014,-4.66711
"Castilla León","Ávila","Pradosegar",117,40.55083,-5.071213
"Castilla León","Ávila","Puerto Castilla",98,40.28954,-5.629994
"Castilla León","Ávila","Rasueros",160,41.0232,-5.074331
"Castilla León","Ávila","Riocabado",125,40.8301,-4.803108
"Castilla León","Ávila","Riofrío",191,40.54721,-4.777152
"Castilla León","Ávila","Rivilla de Barajas",56,40.9013,-4.987929
"Castilla León","Ávila","Salobral",102,40.61165,-4.811044
"Castilla León","Ávila","Salvadiós",71,40.877,-5.096365
"Castilla León","Ávila","San Bartolomé de Béjar",49,40.40808,-5.662875
"Castilla León","Ávila","San Bartolomé de Corneja",35,40.49294,-5.385234
"Castilla León","Ávila","San Bartolomé de Pinares",489,40.54251,-4.539612
"Castilla León","Ávila","Sanchidrián",708,40.89338,-4.581257
"Castilla León","Ávila","Sanchorreja",79,40.66479,-4.915372
"Castilla León","Ávila","San Esteban de los Patos",20,40.74583,-4.624889
"Castilla León","Ávila","San Esteban del Valle",734,40.27536,-4.980085
"Castilla León","Ávila","San Esteban de Zapardiel",40,41.093,-4.900951
"Castilla León","Ávila","San García de Ingelmos",66,40.76964,-5.116322
"Castilla León","Ávila","San Juan de la Encinilla",70,40.82997,-4.838498
"Castilla León","Ávila","San Juan de la Nava",426,40.47903,-4.682141
"Castilla León","Ávila","San Juan del Molinillo",234,40.45938,-4.818235
"Castilla León","Ávila","San Juan del Olmo",81,40.6527,-5.049766
"Castilla León","Ávila","San Lorenzo de Tormes",30,40.37025,-5.48815
"Castilla León","Ávila","San Martín de la Vega del Alberche",153,40.43062,-5.156746
"Castilla León","Ávila","San Martín del Pimpollar",219,40.36848,-5.055604
"Castilla León","Ávila","San Miguel de Corneja",70,40.4868,-5.287448
"Castilla León","Ávila","San Miguel de Serrezuela",106,40.67038,-5.287457
"Castilla León","Ávila","San Pascual",45,40.88227,-4.756086
"Castilla León","Ávila","San Pedro del Arroyo",501,40.80069,-4.870896
"Castilla León","Ávila","Santa Cruz del Valle",304,40.25078,-5.003672
"Castilla León","Ávila","Santa Cruz de Pinares",170,40.54183,-4.57963
"Castilla León","Ávila","Santa María del Arroyo",102,40.59944,-4.922258
"Castilla León","Ávila","Santa María del Berrocal",382,40.50954,-5.406222
"Castilla León","Ávila","Santa María de los Caballeros",72,40.38877,-5.451696
"Castilla León","Ávila","Santa María del Tiétar",553,40.30389,-4.555526
"Castilla León","Ávila","Santiago del Collado",162,40.43356,-5.356558
"Castilla León","Ávila","Santo Domingo de las Posadas",69,40.81218,-4.633421
"Castilla León","Ávila","Santo Tomé de Zabarcos",71,40.78664,-4.910215
"Castilla León","Ávila","San Vicente de Arévalo",165,40.9677,-4.799979
"Castilla León","Ávila","La Serrada",135,40.63132,-4.792297
"Castilla León","Ávila","Serranillos",252,40.33594,-4.911497
"Castilla León","Ávila","Sigeres",41,40.79939,-4.932576
"Castilla León","Ávila","Sinlabajos",135,41.07727,-4.831933
"Castilla León","Ávila","Solana de Ávila",100,40.31465,-5.615701
"Castilla León","Ávila","Solana de Rioalmar",138,40.73724,-5.010678
"Castilla León","Ávila","Solosancho",758,40.55363,-4.906135
"Castilla León","Ávila","Sotalbo",245,40.54151,-4.849229
"Castilla León","Ávila","Sotillo de la Adrada",5003,40.29404,-4.585647
"Castilla León","Ávila","El Tiemblo",4526,40.41628,-4.503831
"Castilla León","Ávila","Tiñosillos",756,40.93408,-4.72748
"Castilla León","Ávila","Tolbaños",86,40.75098,-4.581374
"Castilla León","Ávila","Tormellas",35,40.30432,-5.511548
"Castilla León","Ávila","Tornadizos de Ávila",465,40.62614,-4.615232
"Castilla León","Ávila","Tórtoles",38,40.5609,-5.261655
"Castilla León","Ávila","La Torre",212,40.58926,-4.965192
"Castilla León","Ávila","Umbrías",100,40.31298,-5.578032
"Castilla León","Ávila","Vadillo de la Sierra",51,40.60506,-5.122006
"Castilla León","Ávila","Valdecasa",56,40.65955,-5.012668
"Castilla León","Ávila","Vega de Santa María",86,40.83594,-4.64183
"Castilla León","Ávila","Velayos",217,40.84094,-4.622241
"Castilla León","Ávila","Villaflor",99,40.7584,-4.874116
"Castilla León","Ávila","Villafranca de la Sierra",134,40.49773,-5.230729
"Castilla León","Ávila","Villanueva de Gómez",115,40.88379,-4.715201
"Castilla León","Ávila","Villanueva del Aceral",92,41.04132,-4.852352
"Castilla León","Ávila","Villanueva del Campillo",101,40.57825,-5.179864
"Castilla León","Ávila","Villar de Corneja",36,40.47478,-5.43251
"Castilla León","Ávila","Villarejo del Valle",314,40.28594,-4.997665
"Castilla León","Ávila","Villatoro",161,40.55616,-5.111281
"Castilla León","Ávila","Viñegra de Moraña",48,40.84931,-4.922153
"Castilla León","Ávila","Vita",71,40.81179,-5.005141
"Castilla León","Ávila","Zapardiel de la Cañada",84,40.60593,-5.340081
"Castilla León","Ávila","Zapardiel de la Ribera",92,40.35575,-5.328642
"Castilla León","Ávila","San Juan de Gredos",228,40.36386,-5.237109
"Castilla León","Ávila","Santa María del Cubillo",322,40.7425,-4.472222
"Castilla León","Ávila","Diego del Carpio",106,40.6625,-5.340833
"Castilla León","Ávila","Santiago del Tormes",107,40.36666,-5.366667
"Castilla León","Ávila","Villanueva de Ávila",227,40.37959,-4.821985
"Extremadura","Badajoz","Acedera",802,39.0766,-5.572279
"Extremadura","Badajoz","Aceuchal",5404,38.64706,-6.487179
"Extremadura","Badajoz","Ahillones",784,38.26235,-5.861972
"Extremadura","Badajoz","Alange",1808,38.78708,-6.243493
"Extremadura","Badajoz","La Albuera",1992,38.71612,-6.822261
"Extremadura","Badajoz","Alburquerque",4998,39.21936,-7.001317
"Extremadura","Badajoz","Alconchel",1626,38.51668,-7.070871
"Extremadura","Badajoz","Alconera",756,38.39647,-6.476881
"Extremadura","Badajoz","Aljucén",255,39.04591,-6.33166
"Extremadura","Badajoz","Almendral",1197,38.61327,-6.822295
"Extremadura","Badajoz","Almendralejo",34284,38.68982,-6.405679
"Extremadura","Badajoz","Arroyo de San Serván",4061,38.85286,-6.455208
"Extremadura","Badajoz","Atalaya",258,38.3359,-6.472773
"Extremadura","Badajoz","Azuaga",7595,38.25962,-5.677916
"Extremadura","Badajoz","Badajoz",150570,38.8786,-6.970284
"Extremadura","Badajoz","Barcarrota",3473,38.51441,-6.849041
"Extremadura","Badajoz","Baterno",238,38.95633,-4.911456
"Extremadura","Badajoz","Benquerencia de la Serena",789,38.69917,-5.49442
"Extremadura","Badajoz","Berlanga",2214,38.28272,-5.829181
"Extremadura","Badajoz","Bienvenida",2021,38.29828,-6.21055
"Extremadura","Badajoz","Bodonal de la Sierra",993,38.1479,-6.560087
"Extremadura","Badajoz","Burguillos del Cerro",2970,38.37848,-6.589302
"Extremadura","Badajoz","Cabeza del Buey",4526,38.72123,-5.219465
"Extremadura","Badajoz","Cabeza la Vaca",1255,38.08687,-6.422567
"Extremadura","Badajoz","Calamonte",6120,38.88998,-6.385029
"Extremadura","Badajoz","Calera de León",918,38.10712,-6.336793
"Extremadura","Badajoz","Calzadilla de los Barros",685,38.30002,-6.316763
"Extremadura","Badajoz","Campanario",4705,38.86335,-5.617795
"Extremadura","Badajoz","Campillo de Llerena",1314,38.50023,-5.831132
"Extremadura","Badajoz","Capilla",145,38.82045,-5.08428
"Extremadura","Badajoz","Carmonita",520,39.15389,-6.338521
"Extremadura","Badajoz","El Carrascalejo",77,39.02259,-6.337111
"Extremadura","Badajoz","Casas de Don Pedro",1370,39.10563,-5.328635
"Extremadura","Badajoz","Casas de Reina",207,38.20173,-5.969779
"Extremadura","Badajoz","Castilblanco",844,39.28229,-5.091
"Extremadura","Badajoz","Castuera",5497,38.72257,-5.545517
"Extremadura","Badajoz","La Codosera",2025,39.20667,-7.169003
"Extremadura","Badajoz","Cordobilla de Lácara",827,39.14813,-6.436437
"Extremadura","Badajoz","La Coronada",2148,38.9172,-5.669852
"Extremadura","Badajoz","Corte de Peleas",1165,38.72504,-6.67092
"Extremadura","Badajoz","Cristina",547,38.83703,-6.100307
"Extremadura","Badajoz","Cheles",1177,38.51247,-7.281178
"Extremadura","Badajoz","Don Álvaro",815,38.84887,-6.275146
"Extremadura","Badajoz","Don Benito",37728,38.9543,-5.861752
"Extremadura","Badajoz","Entrín Bajo",540,38.71845,-6.713396
"Extremadura","Badajoz","Esparragalejo",1494,38.94225,-6.439241
"Extremadura","Badajoz","Esparragosa de la Serena",933,38.6495,-5.607008
"Extremadura","Badajoz","Esparragosa de Lares",854,38.97508,-5.270102
"Extremadura","Badajoz","Feria",1047,38.51197,-6.564341
"Extremadura","Badajoz","Fregenal de la Sierra",4743,38.16476,-6.651353
"Extremadura","Badajoz","Fuenlabrada de los Montes",1709,39.13128,-4.935597
"Extremadura","Badajoz","Fuente de Cantos",4592,38.24661,-6.309231
"Extremadura","Badajoz","Fuente del Arco",660,38.15202,-5.896564
"Extremadura","Badajoz","Fuente del Maestre",6567,38.52863,-6.449848
"Extremadura","Badajoz","Fuentes de León",2158,38.06809,-6.538614
"Extremadura","Badajoz","Garbayuela",475,39.04953,-5.000564
"Extremadura","Badajoz","Garlitos",530,38.87967,-5.04805
"Extremadura","Badajoz","La Garrovilla",2292,38.92122,-6.475953
"Extremadura","Badajoz","Granja de Torrehermosa",1900,38.31067,-5.597606
"Extremadura","Badajoz","Guareña",6649,38.86047,-6.104637
"Extremadura","Badajoz","La Haba",1214,38.91763,-5.801109
"Extremadura","Badajoz","Helechosa de los Montes",562,39.31137,-4.909214
"Extremadura","Badajoz","Herrera del Duque",3399,39.16891,-5.051313
"Extremadura","Badajoz","Higuera de la Serena",887,38.64634,-5.741075
"Extremadura","Badajoz","Higuera de Llerena",339,38.37675,-5.999552
"Extremadura","Badajoz","Higuera de Vargas",1856,38.44587,-6.973897
"Extremadura","Badajoz","Higuera la Real",2202,38.14108,-6.689744
"Extremadura","Badajoz","Hinojosa del Valle",480,38.48338,-6.184557
"Extremadura","Badajoz","Hornachos",3396,38.55511,-6.069669
"Extremadura","Badajoz","Jerez de los Caballeros",9112,38.31935,-6.771007
"Extremadura","Badajoz","La Lapa",293,38.45348,-6.522162
"Extremadura","Badajoz","Lobón",2734,38.84752,-6.625467
"Extremadura","Badajoz","Llera",802,38.44814,-6.057196
"Extremadura","Badajoz","Llerena",5645,38.23769,-6.015329
"Extremadura","Badajoz","Magacela",498,38.89587,-5.73411
"Extremadura","Badajoz","Maguilla",929,38.36658,-5.837015
"Extremadura","Badajoz","Malcocinado",346,38.12186,-5.693144
